game_pk,date,home,away,home_team_id,away_team_id,home_sp_id,away_sp_id,excluded,n_innings,max_runs,highest_inning,inning_1_runs,inning_2_runs,inning_3_runs,inning_4_runs,inning_5_runs,inning_6_runs,inning_7_runs,inning_8_runs,inning_9_runs,season,home_sp_fip,away_sp_fip,home_team_wrc_plus,away_team_wrc_plus,park_factor_runs
717756,2023-06-15,ATH,TB,133,139,621112.0,671737.0,False,9,3.0,5,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2023,3.1,3.0107142857142857,5.3,4.6,97
717750,2023-06-15,SD,CLE,135,114,677960.0,671106.0,False,9,8.0,1,8.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2023,6.55360824742268,3.3980132450331126,5.0,4.7,96
717751,2023-06-15,TEX,LAA,140,108,543135.0,660271.0,False,9,2.0,tie,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2023,3.5531722054380666,4.9,5.1,5.3,103
717755,2023-06-15,ARI,PHI,109,143,669194.0,605400.0,False,9,5.0,3,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2023,3.962745098039216,4.408411214953271,6.1,6.2,100
717752,2023-06-15,MIN,DET,142,116,543243.0,571510.0,False,9,5.0,2,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2023,3.214503816793893,4.320472440944882,3.5,3.6,99
717742,2023-06-16,BOS,NYY,111,147,656557.0,593334.0,False,9,6.0,3,3.0,2.0,6.0,3.0,0.0,4.0,0.0,2.0,0.0,2023,4.523076923076923,4.194339622641509,3.3,3.7,104
717744,2023-06-16,CHC,BAL,112,110,543294.0,608344.0,False,9,6.0,6,0.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,0.0,2023,3.273160173160173,4.082658959537572,4.5,5.5,98
717737,2023-06-16,HOU,CIN,117,113,641585.0,671096.0,False,9,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2023,5.382608695652174,3.1892857142857145,4.3,5.2,99
717736,2023-06-16,KC,LAA,118,108,663903.0,663776.0,False,9,1.0,tie,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2023,3.9085106382978725,3.6882352941176473,2.8,5.6,98
717735,2023-06-16,ATH,PHI,133,143,676664.0,592836.0,False,9,2.0,tie,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2023,4.130534351145038,4.089010989010989,5.1,5.6,97
717745,2023-06-16,ATL,COL,144,115,694363.0,659275.0,False,9,3.0,tie,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2023,4.126615969581749,3.5545454545454547,6.6,4.2,100
717734,2023-06-17,WSH,MIA,120,146,663623.0,666129.0,False,9,2.0,tie,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2023,6.7082474226804125,2.7577946768060837,3.6,4.7,99
717729,2023-06-17,CHC,BAL,112,110,657006.0,502043.0,False,9,3.0,5,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2023,2.149586776859504,3.066996699669967,5.5,5.0,98
717719,2023-06-17,ARI,CLE,109,114,674072.0,669456.0,False,9,4.0,8,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,2023,6.29838056680162,3.560526315789474,6.3,5.0,100
717717,2023-06-17,SD,TB,135,139,605483.0,621107.0,False,9,2.0,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2023,3.1714285714285717,2.705263157894737,5.1,4.5,96
717718,2023-06-17,NYM,STL,121,138,673540.0,425794.0,False,9,3.0,2,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2023,2.8058823529411767,4.072762645914397,5.2,3.4,94
717709,2023-06-18,TEX,TOR,140,141,592351.0,605135.0,False,9,4.0,2,1.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,2023,2.488888888888889,5.856183745583039,3.7,3.4,103
717704,2023-06-18,SEA,CWS,136,145,682243.0,458681.0,False,9,3.0,8,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2023,4.61639344262295,6.638461538461538,4.5,3.3,94
717706,2023-06-18,ARI,CLE,109,114,605200.0,676440.0,False,9,6.0,4,2.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,2023,3.7944444444444447,4.6,5.9,4.9,100
717708,2023-06-18,CHC,BAL,112,110,592791.0,665152.0,False,9,4.0,4,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,2023,6.285840707964601,3.6319148936170214,5.4,4.9,98
717694,2023-06-19,HOU,NYM,117,121,686613.0,453286.0,False,9,5.0,tie,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,2023,2.9013245033112582,2.9586572438162544,4.0,5.4,99
717696,2023-06-19,MIL,ARI,158,109,669203.0,518876.0,False,9,6.0,1,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2023,4.1625,3.86158940397351,4.4,5.6,100
717698,2023-06-19,PIT,CHC,134,112,674370.0,592767.0,False,9,3.0,tie,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2023,2.35,5.865151515151515,3.9,5.5,95
717675,2023-06-20,CWS,TEX,145,140,656302.0,543135.0,False,9,5.0,8,2.0,0.0,0.0,1.0,3.0,0.0,2.0,5.0,0.0,2023,3.59618320610687,3.402114803625378,3.0,5.0,101
717682,2023-06-20,HOU,NYM,117,121,664285.0,434378.0,False,9,3.0,3,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2023,2.2176470588235295,3.6357142857142857,3.9,6.0,99
717689,2023-06-20,PHI,ATL,143,144,624133.0,675911.0,False,9,2.0,7,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2023,2.971794871794872,5.359259259259259,5.6,7.2,102
717678,2023-06-20,LAA,LAD,108,119,672282.0,477132.0,False,9,2.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023,2.796969696969697,3.986524822695036,5.7,4.4,98
717690,2023-06-20,MIA,TOR,146,141,691587.0,579328.0,False,9,2.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023,3.1,5.909917355371901,4.6,3.5,93
717681,2023-06-20,DET,KC,116,118,547179.0,663738.0,False,9,1.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023,5.2895424836601315,5.221212121212121,5.0,3.4,96
717685,2023-06-20,CIN,COL,113,115,594902.0,663562.0,False,9,3.0,tie,1.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,2023,5.0932432432432435,3.725,5.9,3.7,105
717680,2023-06-20,MIL,ARI,158,109,607067.0,669194.0,False,9,4.0,tie,1.0,4.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,2023,3.7896551724137932,4.370491803278688,3.5,5.4,100
717684,2023-06-20,NYY,SEA,147,136,543037.0,669923.0,False,9,2.0,2,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023,4.410344827586207,3.9450704225352116,3.3,4.6,97
717670,2023-06-21,HOU,NYM,117,121,664299.0,656731.0,False,9,5.0,tie,2.0,3.0,5.0,5.0,0.0,2.0,1.0,0.0,0.0,2023,3.5642857142857145,4.774418604651163,3.4,5.2,99
717674,2023-06-21,SF,SD,137,135,676254.0,506433.0,False,9,4.0,5,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,2023,16.433333333333334,4.443873517786562,7.6,4.0,95
717671,2023-06-21,PIT,CHC,134,112,448179.0,543294.0,False,9,3.0,tie,0.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2023,3.987372013651877,3.171174377224199,2.0,6.3,95
717677,2023-06-21,TB,BAL,139,110,671737.0,669330.0,False,9,4.0,2,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2023,1.8906976744186048,3.942105263157895,4.1,5.5,97
717654,2023-06-22,MIA,PIT,146,134,666129.0,656605.0,False,9,7.0,8,0.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,2023,2.7564885496183207,4.749484536082474,4.3,2.2,93
717660,2023-06-22,CLE,ATH,114,133,671106.0,676664.0,False,9,4.0,8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,2023,4.421428571428572,5.526470588235295,4.6,3.3,97
717661,2023-06-22,SF,SD,137,135,622072.0,605483.0,False,9,3.0,tie,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2023,4.471681415929203,2.033333333333333,8.0,3.9,95
717648,2023-06-23,CLE,MIL,114,158,669456.0,489119.0,False,9,5.0,6,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,2023,4.388135593220339,5.427586206896551,4.8,3.8,97
717653,2023-06-23,MIA,PIT,146,134,666200.0,682847.0,False,9,3.0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2023,2.9154981549815497,5.185106382978724,4.3,2.4,93
717644,2023-06-23,COL,LAA,115,108,607536.0,663776.0,False,9,4.0,8,1.0,3.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,2023,5.30532319391635,3.9695652173913043,3.9,5.0,112
717643,2023-06-23,LAD,HOU,119,117,686218.0,641585.0,False,9,3.0,4,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2023,3.1,4.1457516339869285,3.8,3.8,94
717642,2023-06-23,SD,WSH,135,120,605397.0,571578.0,False,9,6.0,5,1.0,0.0,0.0,0.0,6.0,1.0,4.0,2.0,2.0,2023,2.790721649484536,5.697864768683274,4.5,3.3,96
717629,2023-06-24,CWS,BOS,145,111,458681.0,572020.0,False,9,4.0,6,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2023,5.285185185185185,2.80479704797048,3.3,6.3,101
717632,2023-06-24,TB,KC,139,118,630023.0,543475.0,False,9,4.0,4,2.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,2023,4.479310344827587,4.5137931034482754,5.0,3.8,97
717633,2023-06-24,DET,MIN,116,142,681857.0,641154.0,False,9,3.0,2,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2023,4.447517730496454,3.065034965034965,4.9,3.7,96
717640,2023-06-24,COL,LAA,115,108,502624.0,656288.0,False,9,13.0,3,0.0,2.0,13.0,8.0,0.0,1.0,0.0,2.0,0.0,2023,7.06551724137931,4.4,4.2,4.5,112
717626,2023-06-24,LAD,HOU,119,117,676272.0,669854.0,False,9,5.0,5,3.0,0.0,1.0,0.0,5.0,1.0,2.0,3.0,0.0,2023,2.745390070921986,6.903680981595092,3.2,4.0,94
717634,2023-06-24,TOR,ATH,141,133,621244.0,660261.0,False,9,3.0,tie,2.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2023,3.9450704225352116,7.8887323943661976,3.4,2.7,101
717620,2023-06-25,MIA,PIT,146,134,691587.0,670912.0,False,9,1.0,tie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,2.3222222222222224,3.31978021978022,4.4,2.1,93
717616,2023-06-25,COL,LAA,115,108,596295.0,542881.0,False,9,2.0,6,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2023,7.466197183098592,2.9076923076923076,3.6,6.1,112
717623,2023-06-25,STL,CHC,138,112,669461.0,573186.0,False,9,4.0,1,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2023,4.641666666666667,2.4567251461988304,4.3,7.3,99
717610,2023-06-25,SD,WSH,135,120,607625.0,669022.0,False,9,6.0,7,1.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,2023,4.475,4.298630136986302,4.7,3.3,96
717618,2023-06-25,CIN,ATL,113,144,686651.0,450203.0,False,9,4.0,3,0.0,0.0,4.0,2.0,0.0,3.0,1.0,3.0,0.0,2023,5.6,3.779245283018868,6.8,8.2,105
717606,2023-06-26,TEX,DET,140,116,571760.0,571510.0,False,9,3.0,3,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,2023,5.065811965811966,3.4214285714285717,4.3,4.3,103
717607,2023-06-26,NYM,MIL,121,158,434378.0,607067.0,False,9,2.0,6,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2023,3.655555555555556,4.211111111111111,5.2,4.0,94
717608,2023-06-26,LAA,CWS,108,145,672282.0,656302.0,False,9,1.0,tie,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2023,2.8872340425531915,3.1381679389312978,5.7,3.3,98
717602,2023-06-26,SEA,WSH,136,120,622491.0,592866.0,False,9,3.0,5,2.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,2023,4.572602739726028,5.313438735177866,4.4,3.7,94
717611,2023-06-26,BAL,CIN,110,113,608344.0,682227.0,False,9,3.0,tie,1.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,0.0,2023,5.4943661971830995,5.688235294117647,3.6,6.9,101
717593,2023-06-27,ARI,TB,109,139,668678.0,671737.0,False,9,5.0,1,5.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2023,3.4846153846153847,1.9085106382978725,5.4,5.0,100
717595,2023-06-27,ATH,NYY,133,147,621112.0,666745.0,False,9,1.0,tie,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2023,2.8222222222222224,6.373542600896861,2.6,2.8,97
717597,2023-06-27,NYM,MIL,121,158,656849.0,527054.0,False,9,3.0,6,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,2023,4.801244813278008,4.096677740863788,4.9,4.0,94
717605,2023-06-27,BOS,MIA,111,146,676477.0,645261.0,False,9,4.0,tie,4.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,2023,2.9293515358361777,3.5347826086956524,5.6,4.2,104
717586,2023-06-28,TOR,SF,141,137,670950.0,657277.0,False,9,5.0,1,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2023,5.433333333333334,4.278247734138973,4.2,5.7,101
717584,2023-06-28,CHC,PHI,112,143,592767.0,605400.0,False,9,5.0,2,0.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2023,5.789393939393939,3.3875399361022365,5.8,3.9,98
717580,2023-06-28,TEX,DET,140,116,641540.0,666214.0,False,9,4.0,1,4.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2023,5.2631205673758865,4.7738197424892705,4.9,3.8,103
717576,2023-06-28,LAA,CWS,108,145,642545.0,608337.0,False,9,4.0,1,4.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,2023,3.6235602094240837,4.06551724137931,5.5,3.0,98
717575,2023-06-28,ARI,TB,109,139,605200.0,621107.0,False,9,3.0,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2023,3.238888888888889,2.6070422535211266,5.7,5.0,100
717583,2023-06-28,BOS,MIA,111,146,672391.0,666129.0,False,9,3.0,6,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2023,6.90952380952381,1.397872340425532,4.2,4.6,104
717565,2023-06-29,NYM,MIL,121,158,453286.0,605288.0,False,9,2.0,tie,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2023,3.304778156996587,3.405343511450382,4.9,3.7,94
717572,2023-06-29,COL,LAD,115,119,502624.0,686218.0,False,9,6.0,4,2.0,0.0,3.0,6.0,3.0,1.0,2.0,0.0,0.0,2023,9.325490196078432,5.1,4.2,4.1,112
717555,2023-06-30,TOR,BOS,141,111,621244.0,572020.0,False,9,3.0,6,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2023,3.956164383561644,2.1747330960854097,4.6,3.4,101
717556,2023-06-30,NYM,SF,121,137,471911.0,502171.0,False,9,3.0,8,1.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2023,6.613513513513514,3.283823529411765,4.4,3.7,94
717551,2023-06-30,ATH,CWS,133,145,665622.0,621383.0,False,9,4.0,tie,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2023,6.283856502242152,4.5814814814814815,2.6,4.5,97
717552,2023-06-30,COL,DET,115,116,596295.0,547179.0,False,9,5.0,2,0.0,5.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,2023,6.552914798206279,4.523841059602649,4.3,4.2,112
717554,2023-06-30,TEX,HOU,140,117,592351.0,669854.0,False,9,3.0,6,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2023,3.332558139534884,6.77713004484305,4.9,6.3,103
717559,2023-06-30,CHC,CLE,112,114,657006.0,615698.0,False,9,4.0,4,0.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,2023,2.1948275862068964,5.115209125475285,4.7,5.6,98
717539,2023-07-01,CIN,SD,113,135,682227.0,608379.0,False,9,9.0,7,0.0,0.0,2.0,0.0,0.0,4.0,9.0,2.0,0.0,2023,6.134188034188035,4.154421768707483,6.5,4.5,105
717541,2023-07-01,BAL,MIN,110,142,680694.0,641927.0,False,9,1.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,2.6714285714285717,3.959106529209622,4.5,3.8,101
717542,2023-07-01,TEX,HOU,140,117,543135.0,686613.0,False,9,2.0,tie,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2023,4.288118811881188,4.473239436619719,4.7,6.1,103
717537,2023-07-01,KC,LAD,118,119,663738.0,628711.0,False,9,5.0,1,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2023,5.229032258064516,6.348175182481752,3.3,5.9,98
717525,2023-07-02,NYM,SF,121,137,656849.0,548389.0,False,9,4.0,tie,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,2023,3.6394190871369294,5.835849056603774,3.9,3.2,94
717530,2023-07-02,TOR,BOS,141,111,592332.0,676477.0,False,9,3.0,3,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,2023,2.791780821917808,3.2754385964912283,4.5,2.7,101
717518,2023-07-02,ATH,CWS,133,145,621112.0,657053.0,False,9,7.0,3,0.0,0.0,7.0,0.0,1.0,2.0,1.0,2.0,2.0,2023,3.290114068441065,6.5375,3.6,4.6,97
717524,2023-07-02,STL,NYY,138,147,656756.0,543037.0,False,9,3.0,7,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2023,2.5754098360655737,2.485665529010239,4.9,4.6,99
717527,2023-07-02,KC,LAD,118,119,663903.0,664062.0,False,9,4.0,4,0.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,2023,3.391970802919708,4.019117647058824,3.8,6.0,98
717528,2023-07-02,PHI,WSH,143,120,624133.0,592866.0,False,9,4.0,3,3.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2023,2.314501510574018,5.610288065843622,5.3,4.0,102
717510,2023-07-03,MIN,KC,142,118,657746.0,680735.0,False,9,6.0,8,2.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,2023,4.446153846153846,9.6625,3.1,4.3,99
717512,2023-07-03,CLE,ATL,114,144,668909.0,693821.0,False,9,2.0,tie,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2023,3.755737704918033,4.3956810631229235,4.9,7.1,97
717508,2023-07-04,NYY,BAL,147,110,657376.0,502043.0,False,9,4.0,5,2.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,2023,4.590196078431372,3.1823045267489714,4.7,3.4,97
717498,2023-07-04,ARI,NYM,109,121,605200.0,453286.0,False,9,5.0,4,1.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,2.0,2023,3.441880341880342,3.8773851590106005,4.3,3.9,100
717488,2023-07-05,MIA,STL,146,138,663773.0,669461.0,False,9,6.0,3,4.0,1.0,6.0,1.0,0.0,2.0,1.0,0.0,4.0,2023,4.962745098039216,4.882178217821782,5.1,4.3,93
717483,2023-07-05,MIL,CHC,158,112,605288.0,657006.0,False,9,3.0,9,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2023,4.321374045801527,2.1987124463519314,5.5,5.0,100
717485,2023-07-05,DET,ATH,116,133,593958.0,643493.0,False,9,5.0,8,3.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,1.0,2023,2.4225806451612906,8.6,4.9,3.7,96
717484,2023-07-05,BOS,TEX,111,140,678394.0,592351.0,False,9,3.0,6,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2023,2.346987951807229,3.718556701030928,3.0,5.6,104
717479,2023-07-05,LAD,PIT,119,134,676272.0,674370.0,False,9,5.0,4,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2023,3.706060606060606,3.3185792349726775,6.6,5.4,94
717490,2023-07-05,SF,SEA,137,136,502171.0,543548.0,False,9,1.0,tie,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2023,2.5444444444444443,6.1952380952380945,2.9,5.0,95
717482,2023-07-05,MIN,KC,142,118,641154.0,679525.0,False,9,2.0,3,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2023,2.305298013245033,10.1,3.8,4.1,99
717473,2023-07-06,MIA,STL,146,138,691587.0,656427.0,False,9,1.0,tie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2023,2.7103896103896106,2.9534798534798536,5.7,5.1,93
717453,2023-07-07,HOU,SEA,117,136,686613.0,622491.0,False,9,9.0,4,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,2023,4.412056737588653,6.25068493150685,6.1,4.9,99
717452,2023-07-07,ARI,PIT,109,134,668678.0,448179.0,False,9,4.0,3,0.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,2023,4.093788819875776,3.8092198581560286,3.3,5.7,100
717459,2023-07-07,MIL,CIN,158,113,669203.0,671096.0,False,9,4.0,5,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2023,3.1961538461538463,3.330263157894737,5.7,5.8,100
717457,2023-07-07,DET,TOR,116,141,656412.0,666201.0,False,9,6.0,4,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,5.0,2023,4.364822134387352,8.437423312883435,5.5,4.5,96
717455,2023-07-07,CWS,STL,145,138,656302.0,656756.0,False,9,5.0,6,0.0,2.0,3.0,0.0,1.0,5.0,4.0,0.0,0.0,2023,2.6390070921985815,2.3063492063492066,5.0,4.7,101
717440,2023-07-08,HOU,SEA,117,136,664285.0,693433.0,False,9,2.0,1,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2023,2.493939393939394,3.2176470588235295,6.0,5.1,99
717449,2023-07-08,BOS,ATH,111,133,572020.0,643493.0,False,9,3.0,1,3.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2023,2.406930693069307,4.9,4.3,4.3,104
717447,2023-07-08,NYY,CHC,147,112,543037.0,592767.0,False,9,3.0,3,1.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2023,2.485665529010239,6.476068376068376,5.0,4.7,97
717442,2023-07-08,DET,TOR,116,141,666159.0,592332.0,False,9,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,5.529906542056075,2.8426470588235295,5.0,4.5,96
717443,2023-07-08,CLE,KC,114,118,668909.0,663903.0,False,9,5.0,8,1.0,2.0,0.0,2.0,2.0,3.0,1.0,5.0,0.0,2023,5.777595628415301,3.8876712328767127,5.0,3.1,97
717451,2023-07-08,SF,COL,137,115,676254.0,657756.0,False,9,3.0,1,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2023,9.29047619047619,6.78,2.4,4.5,95
717422,2023-07-09,SF,COL,137,115,657277.0,607536.0,False,9,1.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,2.9757763975155282,5.322222222222222,2.6,4.4,95
717423,2023-07-09,SD,NYM,135,121,605397.0,453286.0,False,9,3.0,1,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2023,2.6,5.024398625429553,5.6,4.7,96
717432,2023-07-09,WSH,TEX,120,140,571578.0,641540.0,False,9,4.0,6,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,2023,5.921428571428572,3.472670807453416,3.7,5.1,99
717430,2023-07-09,HOU,SEA,117,136,656232.0,669302.0,False,9,3.0,4,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2023,5.128985507246377,4.129900332225914,5.3,4.9,99
717427,2023-07-09,MIL,CIN,158,113,489119.0,594902.0,False,9,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,4.750943396226415,5.744927536231884,6.2,6.3,100
717433,2023-07-09,NYY,CHC,147,112,593334.0,543294.0,False,9,3.0,tie,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,2023,5.331404958677686,3.1311526479750778,4.5,4.5,97
717409,2023-07-14,ATH,MIN,133,142,686610.0,628317.0,False,9,3.0,9,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2023,6.82093023255814,3.2818181818181817,4.7,3.7,97
717413,2023-07-14,NYM,LAD,121,119,434378.0,628711.0,False,9,3.0,5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2023,2.6483870967741936,5.703305785123967,4.7,7.2,94
717420,2023-07-14,TOR,ARI,141,109,621244.0,669194.0,False,9,6.0,7,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2023,3.9940397350993377,4.440996168582376,4.3,3.0,101
717405,2023-07-14,LAA,HOU,108,117,660271.0,641585.0,False,9,4.0,5,0.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,2023,3.959106529209622,4.2783439490445865,4.0,4.0,98
717406,2023-07-14,SEA,DET,136,116,622491.0,593958.0,False,9,3.0,5,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,2023,5.550331125827815,3.3222222222222224,5.1,5.0,94
717419,2023-07-14,CHC,BOS,112,111,543294.0,678394.0,False,9,3.0,3,0.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,2023,3.78259385665529,2.7783625730994155,5.1,5.4,98
717410,2023-07-14,COL,NYY,115,147,596295.0,607074.0,False,9,3.0,2,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2023,3.890378006872852,6.041176470588235,4.4,3.9,112
717390,2023-07-15,SEA,DET,136,116,669923.0,547179.0,False,9,4.0,5,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2023,2.945201238390093,4.285185185185185,5.1,4.7,94
717395,2023-07-15,ATL,CWS,144,145,675911.0,458681.0,False,9,6.0,3,0.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,1.0,2023,2.637953795379538,3.4642384105960264,6.7,3.8,100
717394,2023-07-15,COL,NYY,115,147,657756.0,657376.0,False,9,5.0,2,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2023,7.649549549549549,4.038775510204082,4.2,3.7,112
717396,2023-07-15,STL,WSH,138,120,571927.0,663623.0,False,9,4.0,tie,0.0,4.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,2023,3.0148936170212766,4.202941176470588,4.4,4.5,99
717411,2023-07-15,KC,TB,118,139,679525.0,607192.0,False,9,3.0,8,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,2023,7.877777777777778,3.3845528455284555,3.6,4.8,98
